open,high,low,close,volume,spread,real_volume,ema_9,sma_20,sma_200,rsi,sma_20_bb,std_20_bb,upper_band,lower_band,band_width,dist_sma_20,dist_sma_200,true_range,atr,atr_norm
7146.903,7152.944,7132.808,7140.862,55834,1,190103,0.003497909259039922,0.009860014099138281,0.03718430829538755,23.4378364536836,7211.271000000001,50.29102552564433,7311.853051051289,7110.688948948712,0.027895790090620234,-0.00986001409913825,0.0,20.136000000000422,29.868357142857217,0.004182738322468242
7141.534,7145.561,7130.795,7138.178,32748,1,119870,0.003100184647379489,0.009134887081829746,0.03718430829538755,20.00047675520429,7203.3844500000005,48.66080228801276,7300.706054576026,7106.062845423975,0.0270210774536754,-0.009134887081829647,0.0,14.765999999999622,28.90942857142857,0.004049973056349753
7138.178,7158.314,7133.479,7144.218,9164,1,39275,0.0018016997628977904,0.007154323958199704,0.03718430829538755,23.505983190085118,7195.330050000001,44.01243793756211,7283.354925875125,7107.305174124877,0.02446722395315946,-0.0071543239581997,0.0,24.835000000000036,29.05328571428572,0.004066685215132814
7175.765,7193.216,7169.053,7182.477,114122,1,318765,-0.0028276890129473875,0.0011820852332697918,0.03718430829538755,39.322239337390556,7190.967299999999,40.42776413763511,7271.82282827527,7110.111771724729,0.022488081200221964,-0.0011820852332697313,0.0,48.9980000000005,30.971000000000068,0.004312022161713858
7182.477,7183.148,7154.958,7160.327,118291,1,370240,0.00020559828637467525,0.0036605032144483296,0.03718430829538755,36.82542685522402,7186.537400000001,38.55340169631855,7263.644203392638,7109.430596607364,0.021458680057140373,-0.003660503214448285,0.0,28.19000000000051,31.64214285714297,0.004419091873477702
7160.327,7160.998,7130.795,7144.218,103009,1,327850,0.0019687138282826755,0.005256544523137396,0.03718430829538755,34.21830982820529,7181.7719,37.53570860407867,7256.843317208157,7106.700482791843,0.020906099011069143,-0.005256544523137436,0.0,30.20299999999952,32.74478571428582,0.004583396771247156
7144.89,7150.93,7131.466,7136.164,59597,1,203072,0.0024796426504622993,0.00571859755465276,0.03718430829538755,33.23799359658483,7176.97285,36.88650638216275,7250.7458627643255,7103.199837235675,0.020558253265323515,-0.00571859755465266,0.0,19.463999999999942,33.41592857142866,0.004682617800183496
7136.835,7138.178,7122.069,7130.123,61917,1,195838,0.0026631951920148556,0.005808195735192756,0.03718430829538755,33.526096186223526,7171.53615,35.262757299230884,7242.061664598462,7101.010635401538,0.019668175164525105,-0.0058081957351928315,0.0,16.10899999999947,30.20378571428572,0.004236082002272011
7130.123,7134.822,7109.316,7118.042,64207,1,224641,0.0034919613334198907,0.006704350718919505,0.03718430829538755,34.2184602132393,7165.76385,34.01468909823651,7233.793228196473,7097.734471803527,0.01898733467095008,-0.006704350718919599,0.0,25.506000000000313,29.72435714285718,0.004175917638987966
7118.042,7141.534,7112.001,7138.849,56329,1,179209,0.00045373448113661397,0.0031684659529849224,0.03718430829538755,48.675648609048785,7161.4682,31.50401618774283,7224.476232375486,7098.460167624515,0.017596400798228922,-0.003168465952984871,0.0,29.532999999999447,27.183428571428585,0.0038078167182732936
7139.52,7169.053,7138.849,7162.341,46631,1,157866,-0.0022621495461410124,-0.0004967091067012985,0.03718430829538755,47.63508242103941,7158.7834,28.779015114995275,7216.341430229991,7101.22536977001,0.01608039439494438,0.0004967091067012996,0.0,30.203999999999724,26.943714285714254,0.0037618586277467455
7161.67,7163.012,7153.615,7158.314,19443,1,63515,-0.0013606876079990116,-0.000337614415908738,0.03718430829538755,52.612004603043104,7155.897249999999,25.43521274030107,7206.767675480602,7105.0268245193965,0.01421776297321836,0.0003376144159087223,0.0,9.396999999999935,24.498714285714218,0.003422414032929293
7158.985,7167.71,7155.629,7164.354,7855,1,32686,-0.0017620825720185973,-0.0015317152111691268,0.03718430829538755,56.603847840509204,7153.38025,21.496393731511148,7196.373037463022,7110.387462536978,0.012020271804514255,0.0015317152111690893,0.0,12.081000000000131,24.115142857142796,0.0033659898515822633
7156.3,7181.805,7146.232,7181.134,149791,1,429299,-0.0032757147629519645,-0.004042404723265336,0.03718430829538755,59.07478592826273,7152.104949999999,18.75176594202147,7189.608481884042,7114.601418115956,0.01048741094998691,0.004042404723265296,0.0,35.57300000000032,24.64249999999999,0.0034315610877056453
7180.463,7222.077,7180.463,7213.352,139475,1,450870,-0.006182018751729856,-0.00832795210881132,0.03718430829538755,66.87525025374566,7153.279550000001,21.739013465902257,7196.7575769318055,7109.801523068197,0.012156110110866385,0.008327952108811376,0.0,41.61400000000049,26.176642857142856,0.0036289152196014914
7214.023,7214.694,7170.395,7175.094,98795,1,316387,-0.000706340831417962,-0.0028251406880522856,0.03718430829538755,57.37270127338677,7154.823350000001,22.154008303765714,7199.131366607532,7110.515333392469,0.012385495613258291,0.002825140688052237,0.0,44.29899999999998,28.28614285714288,0.00394226791414062
7175.094,7182.477,7141.534,7151.602,85743,1,302782,0.002060957882000558,0.00030965789203607486,0.03718430829538755,51.378599593738805,7153.8165500000005,21.799565882861256,7197.415681765723,7110.217418234278,0.012189055020071105,-0.00030965789203602205,0.0,40.94300000000021,29.43671428571432,0.00411610074018581
7151.602,7190.531,7149.588,7179.792,70020,1,246357,-0.0014987453106350968,-0.0034028423107521633,0.03718430829538755,49.47912423032612,7155.3603,22.515790379891563,7200.391880759784,7110.328719240217,0.012586810131638943,0.0034028423107521906,0.0,40.94300000000021,28.861357142857155,0.004019804075502069
