<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.11.24	09:00:00	5443.835	5443.835	5433.768	5435.782	15281	55896	1
2025.11.24	09:05:00	5436.285	5437.292	5430.245	5431.755	11810	38422	1
2025.11.24	09:10:00	5431.252	5437.292	5431.252	5433.265	10388	34653	1
2025.11.24	09:15:00	5433.265	5439.305	5431.755	5436.285	12665	49062	1
2025.11.24	09:20:00	5435.782	5436.285	5431.755	5432.258	7561	22349	1
2025.11.24	09:25:00	5432.258	5433.768	5430.749	5432.258	6307	21646	1
2025.11.24	09:30:00	5431.755	5432.258	5425.212	5425.715	14181	53076	1
2025.11.24	09:35:00	5426.219	5428.735	5425.212	5427.225	5739	21077	1
2025.11.24	09:40:00	5427.225	5428.232	5423.702	5424.205	9159	34420	1
2025.11.24	09:45:00	5424.205	5427.729	5422.192	5427.729	9928	41137	1
2025.11.24	09:50:00	5427.729	5429.742	5426.219	5429.239	8249	30139	1
2025.11.24	09:55:00	5428.735	5431.252	5427.729	5430.245	7147	26924	1
2025.11.24	10:00:00	5430.245	5436.788	5429.239	5433.265	12900	54640	1
2025.11.24	10:05:00	5433.768	5437.292	5432.762	5436.788	7816	34002	1
2025.11.24	10:10:00	5436.285	5442.828	5436.285	5441.318	12148	46333	1
2025.11.24	10:15:00	5441.318	5443.331	5439.305	5442.828	7180	27498	1
2025.11.24	10:20:00	5442.828	5443.835	5441.318	5442.828	5822	22865	1
2025.11.24	10:25:00	5442.828	5446.855	5441.318	5443.835	12889	53111	1
2025.11.24	10:30:00	5443.835	5445.345	5439.305	5439.305	10107	35712	1
2025.11.24	10:35:00	5439.808	5441.821	5439.808	5441.821	4637	17666	1
2025.11.24	10:40:00	5441.318	5443.331	5440.815	5441.821	5547	28366	1
2025.11.24	10:45:00	5441.318	5445.848	5440.311	5442.325	7596	31256	1
2025.11.24	10:50:00	5442.828	5444.338	5441.821	5444.338	3174	12611	1
2025.11.24	10:55:00	5443.835	5450.378	5443.331	5449.371	11184	42624	1
2025.11.24	11:00:00	5449.371	5450.378	5444.841	5446.351	8395	37796	1
2025.11.24	11:05:00	5446.855	5450.881	5446.351	5449.371	7343	31916	1
2025.11.24	11:10:00	5448.868	5449.371	5446.351	5448.364	4207	17949	1
2025.11.24	11:15:00	5448.364	5449.371	5445.848	5446.855	3043	14517	1
2025.11.24	11:20:00	5446.351	5447.358	5438.298	5438.298	11547	40889	1
2025.11.24	11:25:00	5438.802	5440.311	5434.272	5435.278	11954	48465	1
2025.11.24	11:30:00	5435.278	5436.788	5429.742	5433.265	14242	60264	1
2025.11.24	11:35:00	5433.265	5438.298	5432.762	5436.285	8496	36491	1
2025.11.24	11:40:00	5436.285	5438.802	5433.768	5437.795	6786	24557	1
2025.11.24	11:45:00	5438.298	5440.815	5434.775	5439.305	8889	33039	1
2025.11.24	11:50:00	5439.305	5442.325	5437.795	5438.802	8501	31723	1
2025.11.24	11:55:00	5438.802	5439.305	5435.782	5438.298	5862	21639	1
2025.11.24	12:00:00	5437.795	5438.298	5434.775	5437.292	5317	19461	1
2025.11.24	12:05:00	5436.788	5438.298	5433.265	5435.278	8785	44760	1
2025.11.24	12:10:00	5434.775	5437.795	5434.272	5435.782	5773	31020	1
2025.11.24	12:15:00	5436.285	5439.808	5435.278	5439.305	4357	18214	1
2025.11.24	12:20:00	5439.305	5441.318	5437.795	5440.815	4766	18128	1
2025.11.24	12:25:00	5440.815	5441.821	5438.802	5438.802	3476	14273	1
2025.11.24	12:30:00	5439.305	5440.815	5436.788	5436.788	4481	20460	1
2025.11.24	12:35:00	5436.788	5437.292	5434.775	5435.782	4861	23188	1
2025.11.24	12:40:00	5435.278	5438.802	5435.278	5435.278	3663	16589	1
2025.11.24	12:45:00	5435.278	5436.788	5432.762	5433.265	4615	21662	1
2025.11.24	12:50:00	5433.768	5438.802	5433.265	5436.285	5897	31441	1
2025.11.24	12:55:00	5436.788	5438.298	5433.768	5435.782	5315	27333	1
2025.11.24	13:00:00	5435.782	5436.285	5432.762	5433.768	6405	34815	1
2025.11.24	13:05:00	5433.265	5435.278	5432.258	5435.278	2125	8262	1
2025.11.24	13:10:00	5435.278	5435.782	5434.272	5434.775	1441	6361	1
2025.11.24	13:15:00	5434.775	5436.788	5433.265	5434.272	2840	15523	1
2025.11.24	13:20:00	5434.272	5436.788	5432.762	5436.285	2854	16367	1
2025.11.24	13:25:00	5435.782	5439.305	5435.278	5438.802	3097	13914	1
2025.11.24	13:30:00	5438.298	5442.325	5438.298	5438.298	5335	24371	1
2025.11.24	13:35:00	5438.802	5440.815	5438.298	5440.815	1548	8422	1
2025.11.24	13:40:00	5440.311	5442.325	5439.305	5439.808	2746	12225	1
2025.11.24	13:45:00	5440.311	5440.311	5438.802	5438.802	1918	10172	1
2025.11.24	13:50:00	5439.305	5441.821	5439.305	5440.311	2016	12576	1
2025.11.24	13:55:00	5440.815	5441.821	5438.298	5438.298	2188	9102	1
2025.11.24	14:00:00	5438.802	5439.305	5436.788	5437.292	2904	12776	1
2025.11.24	14:05:00	5437.795	5439.808	5437.292	5438.802	2667	13398	1
2025.11.24	14:10:00	5438.802	5439.808	5436.788	5436.788	1847	8187	1
2025.11.24	14:15:00	5437.292	5438.802	5436.285	5438.298	2050	7677	1
2025.11.24	14:20:00	5438.802	5439.305	5437.292	5437.795	1504	7300	1
2025.11.24	14:25:00	5437.292	5439.305	5437.292	5437.795	1880	7725	1
2025.11.24	14:30:00	5438.298	5439.305	5436.788	5436.788	1537	6253	1
2025.11.24	14:35:00	5437.292	5438.298	5436.285	5437.795	2332	11387	1
2025.11.24	14:40:00	5437.795	5438.298	5434.775	5436.788	3468	14943	1
2025.11.24	14:45:00	5436.285	5438.298	5435.782	5437.795	1531	6789	1
2025.11.24	14:50:00	5437.795	5437.795	5436.285	5436.285	1605	6579	1
2025.11.24	14:55:00	5436.788	5438.298	5436.285	5438.298	1271	6805	1
2025.11.24	15:00:00	5438.298	5438.298	5436.285	5437.292	1517	6353	1
2025.11.24	15:05:00	5437.292	5437.795	5436.285	5437.292	1473	6578	1
2025.11.24	15:10:00	5437.292	5438.298	5436.285	5436.788	960	4736	1
2025.11.24	15:15:00	5436.788	5437.795	5435.782	5437.795	1848	6382	1
2025.11.24	15:20:00	5437.795	5438.298	5436.788	5437.795	741	3255	1
2025.11.24	15:25:00	5437.292	5438.802	5437.292	5438.298	1386	6292	1
2025.11.24	15:30:00	5437.795	5442.325	5437.795	5440.815	4542	21308	1
2025.11.24	15:35:00	5440.815	5441.318	5436.788	5436.788	3015	16167	1
2025.11.24	15:40:00	5437.292	5439.305	5436.788	5438.298	1668	8120	1
2025.11.24	15:45:00	5438.802	5440.311	5438.298	5439.305	1672	7916	1
2025.11.24	15:50:00	5439.305	5439.305	5436.788	5436.788	1724	6660	1
2025.11.24	15:55:00	5436.788	5437.292	5433.265	5434.775	7829	36349	1
2025.11.24	16:00:00	5434.775	5436.788	5434.272	5436.285	2071	9802	1
2025.11.24	16:05:00	5436.285	5436.788	5435.278	5435.782	1167	4462	1
2025.11.24	16:10:00	5435.782	5436.788	5435.278	5436.285	1275	6248	1
2025.11.24	16:15:00	5436.285	5437.795	5436.285	5436.788	1382	5864	1
2025.11.24	16:20:00	5436.285	5437.795	5436.285	5436.788	1371	5804	1
2025.11.24	16:25:00	5436.788	5437.795	5435.782	5436.285	1100	6295	1
2025.11.24	16:30:00	5436.285	5436.788	5435.278	5436.285	1231	6712	1
2025.11.24	16:35:00	5435.782	5437.292	5435.782	5436.788	1021	4758	1
2025.11.24	16:40:00	5437.292	5438.298	5435.782	5437.795	2504	13294	1
2025.11.24	16:45:00	5437.795	5437.795	5436.788	5437.795	1968	8684	1
2025.11.24	16:50:00	5437.795	5438.298	5436.788	5438.298	1227	6808	1
2025.11.24	16:55:00	5437.795	5438.298	5436.788	5437.795	2021	8292	1
2025.11.24	17:00:00	5437.795	5438.298	5436.285	5436.788	2023	13734	1
2025.11.24	17:05:00	5436.788	5437.795	5436.788	5437.292	918	3243	1
2025.11.24	17:10:00	5437.795	5437.795	5436.285	5436.788	986	4103	1
2025.11.24	17:15:00	5436.788	5437.292	5435.782	5435.782	1038	4013	1
2025.11.24	17:20:00	5435.782	5436.285	5433.768	5434.272	2324	10144	1
2025.11.24	17:25:00	5434.272	5435.782	5433.768	5434.775	1060	4226	1
2025.11.24	17:30:00	5434.775	5435.782	5432.762	5433.265	2319	13855	1
2025.11.24	17:35:00	5433.265	5433.768	5432.762	5433.768	1125	6098	1
2025.11.24	17:40:00	5433.265	5433.768	5432.762	5433.265	838	4544	1
2025.11.24	17:45:00	5433.265	5433.265	5432.258	5432.762	1009	4914	1
2025.11.24	17:50:00	5432.258	5433.265	5431.755	5432.762	1459	7502	1
2025.11.24	17:55:00	5433.265	5433.768	5432.258	5432.762	1627	6585	1
2025.11.24	18:00:00	5433.265	5433.265	5431.252	5431.755	1183	8054	1
2025.11.24	18:05:00	5432.258	5432.258	5431.252	5431.252	582	1832	1
2025.11.24	18:10:00	5431.755	5433.768	5427.729	5427.729	2933	20435	1
2025.11.24	18:15:00	5427.729	5430.245	5427.729	5428.232	1370	6296	1
2025.11.24	18:20:00	5428.735	5432.762	5428.232	5431.252	1371	13857	1
2025.11.24	18:25:00	5430.749	5431.755	5429.239	5430.245	671	4615	1
2025.11.25	09:00:00	5427.729	5427.729	5416.152	5418.166	18122	68274	1
2025.11.25	09:05:00	5418.166	5423.199	5417.662	5419.676	9525	31669	1
2025.11.25	09:10:00	5419.172	5421.689	5418.166	5421.186	5396	17687	1
2025.11.25	09:15:00	5421.689	5422.192	5414.642	5415.649	14192	52148	1
2025.11.25	09:20:00	5415.649	5416.656	5413.133	5415.146	7893	31441	1
2025.11.25	09:25:00	5415.146	5417.662	5414.642	5417.159	5902	19305	1
2025.11.25	09:30:00	5416.656	5418.669	5413.133	5416.152	9137	33415	1
2025.11.25	09:35:00	5415.649	5420.179	5415.146	5419.676	7186	26940	1
2025.11.25	09:40:00	5419.676	5420.179	5406.589	5413.133	20577	75889	1
2025.11.25	09:45:00	5413.133	5417.662	5412.126	5415.146	11281	40975	1
2025.11.25	09:50:00	5415.649	5416.656	5411.623	5414.642	11178	55348	1
2025.11.25	09:55:00	5414.642	5414.642	5409.106	5409.609	8118	33179	1
2025.11.25	10:00:00	5410.113	5410.616	5407.596	5409.609	8438	38969	1
2025.11.25	10:05:00	5409.106	5410.113	5401.556	5404.073	15470	71117	1
2025.11.25	10:10:00	5403.570	5408.099	5401.053	5406.589	14737	71778	1
2025.11.25	10:15:00	5406.086	5407.093	5400.046	5402.060	10071	42848	1
2025.11.25	10:20:00	5402.060	5402.563	5399.040	5401.556	6483	22945	1
2025.11.25	10:25:00	5401.556	5402.060	5398.033	5398.536	5363	25110	1
2025.11.25	10:30:00	5398.536	5404.073	5394.007	5403.570	15487	73389	1
2025.11.25	10:35:00	5403.066	5404.073	5400.550	5402.060	6895	35878	1
2025.11.25	10:40:00	5402.060	5404.073	5399.543	5403.570	6671	25444	1
2025.11.25	10:45:00	5404.073	5406.589	5403.066	5406.589	7917	26979	1
2025.11.25	10:50:00	5406.589	5409.609	5405.583	5409.609	7740	35856	1
2025.11.25	10:55:00	5409.609	5411.119	5408.099	5408.099	6959	29987	1
2025.11.25	11:00:00	5408.099	5411.119	5408.099	5411.119	6516	29011	1
2025.11.25	11:05:00	5410.616	5416.656	5410.113	5415.649	12120	60388	1
2025.11.25	11:10:00	5415.649	5417.662	5413.636	5417.159	7912	38937	1
2025.11.25	11:15:00	5417.159	5425.715	5417.159	5425.212	13756	61890	1
2025.11.25	11:20:00	5424.709	5428.232	5423.702	5427.225	9733	45436	1
2025.11.25	11:25:00	5426.722	5429.239	5424.709	5429.239	8473	37434	1
2025.11.25	11:30:00	5429.239	5429.742	5423.199	5425.715	10324	38420	1
2025.11.25	11:35:00	5425.212	5427.729	5422.192	5427.225	8155	31421	1
2025.11.25	11:40:00	5427.729	5437.795	5427.225	5436.788	17243	85494	1
2025.11.25	11:45:00	5436.788	5451.384	5436.285	5451.384	26414	130264	1
2025.11.25	11:50:00	5450.881	5451.384	5438.802	5443.331	16330	69429	1
2025.11.25	11:55:00	5442.828	5442.828	5436.285	5437.795	7784	33531	1
2025.11.25	12:00:00	5438.298	5438.802	5434.272	5435.782	8590	44318	1
2025.11.25	12:05:00	5435.782	5437.292	5429.742	5430.245	9256	46527	1
2025.11.25	12:10:00	5430.245	5433.768	5428.735	5430.749	7827	33615	1
2025.11.25	12:15:00	5430.749	5433.265	5429.742	5430.245	4656	19431	1
2025.11.25	12:20:00	5430.749	5432.258	5429.239	5429.239	4606	15153	1
2025.11.25	12:25:00	5429.239	5429.742	5424.205	5424.709	8061	33834	1
2025.11.25	12:30:00	5424.709	5425.715	5421.186	5422.695	6484	28675	1
2025.11.25	12:35:00	5423.199	5425.715	5417.662	5420.179	7743	34523	1
2025.11.25	12:40:00	5420.179	5423.702	5419.676	5422.695	4612	24486	1
2025.11.25	12:45:00	5422.695	5427.729	5422.192	5427.225	5920	30920	1
2025.11.25	12:50:00	5426.722	5433.265	5426.722	5431.252	8240	33449	1
2025.11.25	12:55:00	5430.749	5434.775	5429.742	5433.768	6911	33232	1
2025.11.25	13:00:00	5433.768	5435.278	5432.762	5434.775	6032	36052	1
2025.11.25	13:05:00	5434.775	5434.775	5431.252	5431.252	4131	21701	1
2025.11.25	13:10:00	5431.252	5434.272	5430.749	5432.762	2105	7397	1
2025.11.25	13:15:00	5432.762	5433.768	5427.225	5427.225	3500	14582	1
2025.11.25	13:20:00	5427.729	5430.749	5426.722	5429.239	3481	15503	1
2025.11.25	13:25:00	5429.742	5432.258	5428.735	5429.742	3052	15495	1
2025.11.25	13:30:00	5429.742	5430.749	5427.729	5428.232	2933	11022	1
2025.11.25	13:35:00	5428.735	5429.239	5424.709	5425.212	3857	18458	1
2025.11.25	13:40:00	5425.212	5429.239	5424.709	5426.722	2578	9434	1
2025.11.25	13:45:00	5427.225	5429.742	5425.715	5429.239	2269	9590	1
2025.11.25	13:50:00	5429.239	5429.239	5427.729	5427.729	1343	6325	1
2025.11.25	13:55:00	5427.729	5429.742	5427.225	5428.735	1518	6327	1
2025.11.25	14:00:00	5429.239	5430.749	5415.649	5426.722	18087	85762	1
2025.11.25	14:05:00	5426.722	5430.749	5424.709	5428.735	4986	24308	1
2025.11.25	14:10:00	5429.239	5431.252	5427.225	5430.749	3265	17291	1
2025.11.25	14:15:00	5430.245	5430.749	5425.715	5427.225	3755	17317	1
2025.11.25	14:20:00	5427.225	5427.729	5420.682	5421.186	4985	22132	1
2025.11.25	14:25:00	5421.186	5424.709	5419.676	5424.709	4976	24004	1
2025.11.25	14:30:00	5424.709	5425.212	5420.179	5421.689	4145	16258	1
2025.11.25	14:35:00	5422.192	5425.715	5421.689	5423.702	3102	13452	1
2025.11.25	14:40:00	5423.702	5425.212	5421.186	5423.199	2771	10983	1
2025.11.25	14:45:00	5423.199	5425.212	5421.689	5422.695	2416	8512	1
2025.11.25	14:50:00	5423.199	5424.205	5422.192	5422.192	1746	5976	1
2025.11.25	14:55:00	5422.192	5422.192	5418.669	5422.192	4936	23216	1
2025.11.25	15:00:00	5422.192	5422.192	5419.172	5420.179	2722	13308	1
2025.11.25	15:05:00	5419.676	5420.682	5415.649	5416.152	4696	22922	1
2025.11.25	15:10:00	5416.152	5419.172	5413.636	5416.656	7544	32952	1
2025.11.25	15:15:00	5416.656	5418.166	5416.152	5416.656	2537	8252	1
2025.11.25	15:20:00	5416.656	5417.662	5415.146	5416.152	2650	9569	1
2025.11.25	15:25:00	5416.152	5416.152	5414.139	5415.146	3006	15964	1
2025.11.25	15:30:00	5415.146	5417.159	5414.642	5415.649	2729	13033	1
2025.11.25	15:35:00	5415.146	5418.669	5414.642	5418.166	4283	17748	1
2025.11.25	15:40:00	5417.662	5419.172	5415.146	5416.152	2849	11268	1
2025.11.25	15:45:00	5416.152	5416.656	5414.642	5414.642	2684	13038	1
2025.11.25	15:50:00	5415.146	5416.152	5413.636	5414.642	4355	11422	1
2025.11.25	15:55:00	5414.642	5415.146	5413.133	5415.146	6070	19522	1
2025.11.25	16:00:00	5415.146	5415.146	5411.119	5411.623	4270	18997	1
2025.11.25	16:05:00	5412.126	5412.629	5410.113	5410.113	3493	15319	1
2025.11.25	16:10:00	5410.113	5411.623	5409.609	5411.623	2900	13294	1
2025.11.25	16:15:00	5411.623	5412.629	5411.119	5412.126	1970	8286	1
2025.11.25	16:20:00	5412.126	5413.133	5411.623	5412.629	1602	7916	1
2025.11.25	16:25:00	5412.629	5415.146	5412.629	5414.642	2515	11113	1
2025.11.25	16:30:00	5414.139	5414.642	5413.133	5413.636	1418	6395	1
2025.11.25	16:35:00	5413.133	5415.649	5413.133	5414.642	2338	11227	1
2025.11.25	16:40:00	5414.642	5415.649	5413.636	5414.139	1470	8008	1
2025.11.25	16:45:00	5414.139	5416.152	5414.139	5415.649	1522	9589	1
2025.11.25	16:50:00	5416.152	5417.662	5415.146	5415.649	3437	18178	1
2025.11.25	16:55:00	5416.152	5416.152	5413.133	5414.642	2630	11442	1
2025.11.25	17:00:00	5414.642	5416.152	5414.139	5414.642	2403	9417	1
2025.11.25	17:05:00	5414.642	5417.159	5413.133	5416.656	2402	13830	1
2025.11.25	17:10:00	5417.159	5417.159	5415.649	5416.152	1203	5955	1
2025.11.25	17:15:00	5416.152	5419.676	5416.152	5419.676	3414	19195	1
2025.11.25	17:20:00	5419.172	5420.179	5418.166	5418.669	1530	6527	1
2025.11.25	17:25:00	5418.669	5420.179	5418.166	5419.676	960	4504	1
2025.11.25	17:30:00	5419.172	5420.179	5417.662	5418.669	1878	11020	1
2025.11.25	17:35:00	5418.669	5420.682	5418.669	5420.179	1282	7020	1
2025.11.25	17:40:00	5420.179	5420.682	5419.676	5420.682	625	2262	1
2025.11.25	17:45:00	5420.179	5421.186	5419.676	5420.682	959	4321	1
2025.11.25	17:50:00	5420.682	5425.715	5419.676	5424.709	4314	22457	1
2025.11.25	17:55:00	5424.709	5427.729	5423.199	5425.715	3434	22277	1
2025.11.25	18:00:00	5425.212	5425.715	5420.682	5421.689	2112	12878	1
2025.11.25	18:05:00	5421.186	5421.689	5418.166	5418.166	1017	5982	1
2025.11.25	18:10:00	5418.166	5419.676	5418.166	5418.669	655	5038	1
2025.11.25	18:15:00	5419.172	5420.682	5418.166	5419.172	922	5452	1
2025.11.25	18:20:00	5419.172	5420.682	5417.662	5420.179	828	4983	1
2025.11.25	18:25:00	5420.179	5420.682	5418.669	5420.682	876	5130	1
2025.11.26	09:00:00	5420.682	5421.689	5411.623	5419.172	16310	53073	1
2025.11.26	09:05:00	5419.172	5420.682	5415.649	5419.676	8368	29270	1
2025.11.26	09:10:00	5419.676	5420.682	5414.139	5415.649	8045	28043	1
2025.11.26	09:15:00	5415.649	5420.179	5413.636	5418.669	8600	29895	1
2025.11.26	09:20:00	5418.166	5419.676	5415.649	5418.166	4612	14140	1
2025.11.26	09:25:00	5418.166	5418.669	5414.139	5414.642	4228	14256	1
2025.11.26	09:30:00	5414.642	5417.159	5414.139	5416.152	4625	17786	1
2025.11.26	09:35:00	5416.152	5425.715	5415.649	5423.702	15725	51281	1
2025.11.26	09:40:00	5423.702	5428.232	5422.192	5425.212	12661	52519	1
2025.11.26	09:45:00	5425.715	5426.722	5422.192	5423.702	7243	29167	1
2025.11.26	09:50:00	5424.205	5425.212	5422.192	5422.695	3706	12988	1
2025.11.26	09:55:00	5423.199	5423.702	5420.682	5421.689	4881	17899	1
2025.11.26	10:00:00	5421.689	5421.689	5412.629	5414.642	18065	67305	1
2025.11.26	10:05:00	5414.139	5415.649	5410.616	5414.642	10291	37309	1
2025.11.26	10:10:00	5414.642	5417.662	5413.133	5416.152	8120	25754	1
2025.11.26	10:15:00	5416.152	5417.159	5413.636	5414.642	5268	18567	1
2025.11.26	10:20:00	5415.146	5415.649	5412.629	5415.649	6895	26149	1
2025.11.26	10:25:00	5415.649	5415.649	5409.609	5410.616	8976	41351	1
2025.11.26	10:30:00	5411.119	5417.159	5411.119	5415.649	9116	39557	1
2025.11.26	10:35:00	5415.649	5419.172	5414.642	5414.642	9678	37289	1
2025.11.26	10:40:00	5414.642	5418.166	5410.113	5416.656	13870	51088	1
2025.11.26	10:45:00	5416.152	5419.676	5415.649	5416.152	7107	22877	1
2025.11.26	10:50:00	5416.152	5417.662	5412.126	5414.139	6532	21967	1
2025.11.26	10:55:00	5414.139	5419.676	5414.139	5417.159	8287	29000	1
2025.11.26	11:00:00	5417.159	5419.676	5415.649	5415.649	6506	25172	1
2025.11.26	11:05:00	5416.152	5419.676	5415.649	5419.676	4152	14578	1
2025.11.26	11:10:00	5419.172	5420.179	5417.662	5418.669	4657	22221	1
2025.11.26	11:15:00	5418.669	5420.179	5415.649	5416.656	5299	22587	1
2025.11.26	11:20:00	5416.152	5418.166	5415.649	5418.166	3040	11028	1
2025.11.26	11:25:00	5417.662	5418.166	5414.642	5416.152	5370	23293	1
2025.11.26	11:30:00	5416.152	5417.159	5407.093	5408.603	14707	52853	1
2025.11.26	11:35:00	5408.099	5414.139	5407.596	5410.113	10218	38006	1
2025.11.26	11:40:00	5410.616	5413.636	5410.113	5411.119	4773	21048	1
2025.11.26	11:45:00	5411.623	5411.623	5408.603	5409.609	4731	13587	1
2025.11.26	11:50:00	5409.106	5412.629	5408.603	5410.616	5287	18671	1
2025.11.26	11:55:00	5410.113	5411.119	5408.603	5410.616	4501	17541	1
2025.11.26	12:00:00	5410.113	5412.126	5407.093	5408.099	7958	45951	1
2025.11.26	12:05:00	5408.099	5408.603	5405.583	5406.589	6795	26563	1
2025.11.26	12:10:00	5407.093	5408.099	5405.080	5406.086	5153	20185	1
2025.11.26	12:15:00	5406.086	5406.589	5402.563	5403.066	7627	30360	1
2025.11.26	12:20:00	5402.563	5406.086	5402.060	5405.583	6288	22214	1
2025.11.26	12:25:00	5405.080	5406.086	5402.060	5403.570	3377	9989	1
2025.11.26	12:30:00	5403.570	5403.570	5400.550	5401.556	6353	24940	1
2025.11.26	12:35:00	5401.556	5401.556	5398.536	5399.543	5525	19939	1
2025.11.26	12:40:00	5399.543	5400.550	5398.033	5398.033	4414	14596	1
2025.11.26	12:45:00	5398.033	5399.040	5391.993	5393.000	10827	45153	1
2025.11.26	12:50:00	5393.000	5394.510	5389.477	5391.490	8044	30864	1
2025.11.26	12:55:00	5391.490	5393.000	5389.477	5390.987	8491	44422	1
2025.11.26	13:00:00	5391.490	5391.993	5383.437	5384.947	13665	64704	1
2025.11.26	13:05:00	5384.947	5388.974	5383.437	5388.470	8928	38730	1
2025.11.26	13:10:00	5387.967	5388.974	5383.940	5384.947	5233	20585	1
2025.11.26	13:15:00	5385.450	5385.954	5382.934	5385.450	3799	14613	1
2025.11.26	13:20:00	5385.954	5387.464	5384.947	5385.954	4009	15124	1
2025.11.26	13:25:00	5386.457	5388.974	5384.444	5386.960	4918	20942	1
2025.11.26	13:30:00	5386.960	5388.470	5385.450	5385.450	3533	17524	1
2025.11.26	13:35:00	5385.450	5388.974	5385.450	5386.457	3322	11229	1
2025.11.26	13:40:00	5386.960	5387.967	5385.954	5387.464	1608	6763	1
2025.11.26	13:45:00	5387.464	5387.967	5384.444	5386.457	2935	12873	1
2025.11.26	13:50:00	5386.457	5388.470	5385.954	5385.954	2714	10740	1
2025.11.26	13:55:00	5386.457	5388.470	5385.954	5387.464	1614	5922	1
2025.11.26	14:00:00	5386.960	5387.464	5384.947	5384.947	2408	11083	1
2025.11.26	14:05:00	5384.947	5385.450	5380.921	5381.927	8784	41075	1
2025.11.26	14:10:00	5381.927	5383.940	5381.424	5382.430	3097	14602	1
2025.11.26	14:15:00	5382.934	5382.934	5378.907	5381.424	5041	24999	1
2025.11.26	14:20:00	5381.424	5382.934	5379.914	5380.921	3848	21651	1
2025.11.26	14:25:00	5380.921	5383.940	5379.914	5380.417	3803	19335	1
2025.11.26	14:30:00	5380.921	5380.921	5377.397	5378.907	4916	25052	1
2025.11.26	14:35:00	5379.411	5380.417	5376.894	5376.894	3695	22011	1
2025.11.26	14:40:00	5376.894	5379.411	5375.887	5379.411	4887	22436	1
2025.11.26	14:45:00	5379.411	5379.914	5377.901	5378.404	2076	10016	1
2025.11.26	14:50:00	5378.907	5378.907	5377.397	5378.404	1532	6592	1
2025.11.26	14:55:00	5378.404	5378.907	5376.894	5378.907	1831	7629	1
2025.11.26	15:00:00	5378.404	5378.907	5375.887	5376.894	2695	11003	1
2025.11.26	15:05:00	5376.894	5381.424	5376.391	5381.424	6024	29521	1
2025.11.26	15:10:00	5381.424	5381.424	5376.391	5376.894	4188	19305	1
2025.11.26	15:15:00	5376.391	5378.404	5376.391	5376.894	1618	5000	1
2025.11.26	15:20:00	5376.894	5378.404	5375.887	5376.391	2195	8262	1
2025.11.26	15:25:00	5376.391	5376.894	5373.371	5373.874	5703	32775	1
2025.11.26	15:30:00	5373.874	5376.894	5373.371	5376.894	2849	13428	1
2025.11.26	15:35:00	5376.894	5377.901	5375.887	5376.894	2124	7341	1
2025.11.26	15:40:00	5376.391	5378.404	5375.887	5378.404	1821	9455	1
2025.11.26	15:45:00	5378.404	5378.907	5376.894	5377.901	2983	13822	1
2025.11.26	15:50:00	5377.397	5377.901	5375.384	5375.384	3021	10035	1
2025.11.26	15:55:00	5375.384	5376.391	5373.874	5374.377	3613	13766	1
2025.11.26	16:00:00	5374.881	5375.887	5373.874	5374.377	2298	13270	1
2025.11.26	16:05:00	5374.881	5375.887	5373.874	5375.384	1664	7453	1
2025.11.26	16:10:00	5375.384	5375.887	5374.881	5374.881	892	3140	1
2025.11.26	16:15:00	5374.881	5375.887	5374.377	5374.881	1246	5566	1
2025.11.26	16:20:00	5374.881	5375.384	5373.874	5374.377	1935	12553	1
2025.11.26	16:25:00	5374.377	5374.881	5372.364	5372.364	2454	12043	1
2025.11.26	16:30:00	5372.867	5374.377	5372.364	5373.371	2891	15422	1
2025.11.26	16:35:00	5373.371	5374.377	5371.861	5372.364	3334	16500	1
2025.11.26	16:40:00	5372.364	5373.371	5371.358	5371.358	3006	19800	1
2025.11.26	16:45:00	5371.861	5372.364	5370.351	5370.351	2935	16498	1
2025.11.26	16:50:00	5370.351	5370.854	5369.344	5370.351	2191	10338	1
2025.11.26	16:55:00	5369.848	5370.854	5368.841	5370.854	2583	11478	1
2025.11.26	17:00:00	5370.351	5372.867	5370.351	5371.358	3019	15696	1
2025.11.26	17:05:00	5371.358	5375.887	5370.854	5372.867	6781	40479	1
2025.11.26	17:10:00	5373.371	5374.377	5372.364	5372.867	2457	17120	1
2025.11.26	17:15:00	5373.371	5373.874	5372.867	5372.867	1102	4780	1
2025.11.26	17:20:00	5372.867	5373.371	5371.861	5371.861	819	3657	1
2025.11.26	17:25:00	5371.861	5373.371	5371.358	5373.371	1419	8551	1
2025.11.26	17:30:00	5372.867	5373.874	5372.364	5372.867	1174	5275	1
2025.11.26	17:35:00	5372.364	5373.371	5371.861	5372.364	1490	6903	1
2025.11.26	17:40:00	5372.364	5373.371	5371.358	5372.364	2040	10517	1
2025.11.26	17:45:00	5371.861	5373.874	5371.358	5373.371	1194	4984	1
2025.11.26	17:50:00	5373.874	5373.874	5372.364	5372.867	1601	7800	1
2025.11.26	17:55:00	5372.867	5372.867	5369.344	5369.344	3028	23675	1
2025.11.26	18:00:00	5369.344	5370.351	5367.331	5367.331	2747	12326	1
2025.11.26	18:05:00	5367.331	5368.338	5366.828	5368.338	2365	10233	1
2025.11.26	18:10:00	5367.834	5370.351	5367.331	5369.848	1383	6305	1
2025.11.26	18:15:00	5370.351	5371.861	5368.841	5371.358	2826	12820	1
